名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
日本大连汽船株式会社旧址,山东,青岛,青岛,0532,,儿童公园/青岛港,馆陶路,景点,古代遗迹,120.322311,36.080318
胶州帝国法院旧址,山东,青岛,青岛,0532,,火车站/团岛,德县路2号,景点,古代遗迹,120.323502,36.064236
日本中学校旧址,山东,青岛,青岛,0532,,湛山/太平角,鱼山路5号海洋大学内,景点,古代遗迹,120.334663,36.060566
俾斯麦兵营旧址,山东,青岛,青岛,0532,,湛山/太平角,鱼山路5号海洋大学,景点,古代遗迹,120.338791,36.066422
亨利王子路理发厅旧址,山东,青岛,青岛,0532,,火车站/团岛,广西路27号,景点,古代遗迹,120.321193,36.063613
少海风景区,山东,青岛,胶州市,0532,85269929,胶州市,香港路1号,景点,动植物园,120.079872,36.243118
火车站旅游集散中心,山东,青岛,青岛,0532,82676842,火车站/团岛,中山路街道单县支路1号青岛旅游汽车站,景点,旅行社,120.313252,36.062502
沧口公园,山东,青岛,青岛,0532,,沧口/李沧,兴华路33号,景点,公园/广场,120.388741,36.185165
海云民俗文化街,山东,青岛,青岛,0532,,海云庵,嘉兴路街道海云街16-18号,景点,步行街,120.350616,36.111973
八关山,山东,青岛,青岛,0532,,湛山/太平角,小鱼山北面,景点,自然风光,120.339607,36.063587
八大峡公园,山东,青岛,青岛,0532,,火车站/团岛,巫峡路2号,景点,公园/广场,120.309563,36.053047
毛公山风景区,山东,青岛,青岛,0532,87985555,崂山风景区,惜福镇青峰社区,景点,自然风光,120.496101,36.275318
王统照故居,山东,青岛,青岛,0532,87213148,火车站/团岛,观海二路49号,景点,纪念馆,120.324598,36.066868
红岛休闲渔村,山东,青岛,青岛,0532,87033333;87030000,城阳区,红岛街道西大洋社区,景点,特色乡村,120.267632,36.186192
华楼山,山东,青岛,青岛,0532,,崂山风景区,北宅镇华楼游览区内,景点,更多景点/周边游,120.502262,36.239584
胶州湾海底隧道,山东,青岛,青岛,0532,,火车站/团岛,薛家岛街道办事处,景点,城市观光,120.293777,36.054413
中华人民共和国水准零点,山东,青岛,青岛,0532,85885222,银海大世界,东海中路30号,景点,现代建筑,120.422638,36.05555
青岛赶海园,山东,青岛,青岛,0532,,城阳区,红岛东大洋村南,景点,更多景点/周边游,120.229533,36.192736
太平角公园,山东,青岛,青岛,0532,,湛山/太平角,湛山路8号,景点,公园/广场,120.36026,36.05302
浮山森林公园,山东,青岛,青岛,0532,,动漫产业园,银川西路,景点,森林公园,120.433327,36.089294
康有为墓,山东,青岛,青岛,0532,,青岛大学麦岛,宁德路,景点,古代遗迹,120.425171,36.077236
云山,山东,青岛,平度市,0532,83347630,平度市,平度城东北20公里,景点,自然风光,120.171632,36.893402
豹竹涧,山东,青岛,平度市,0532,,平度市,平度城北3公里梨沟村,景点,自然风光,119.99646,36.828041
青岛港,山东,青岛,青岛,0532,,儿童公园/青岛港,港青路6号,景点,更多景点/周边游,120.323769,36.083584
青岛仰口风景游览区,山东,青岛,青岛,0532,87849398;96616,崂山风景区,王哥庄街道仰口游览区,景点,自然风光,120.656021,36.232235
乐途旅游网,山东,青岛,青岛,0532,,海泊桥,抚顺路3号甲2楼附近,景点,旅行社,120.378007,36.099127
银沙滩,山东,青岛,青岛,0532,,开发区,凤凰岛旅游度假区西南侧,景点,海滨沙滩,120.203896,35.919243
文汇国际旅行社,山东,青岛,青岛,0532,88085878,麦凯乐,东海西路37号金都花园B座1楼,景点,旅行社,120.38762,36.064065
崂山明霞洞,山东,青岛,青岛,0532,87948262,崂山风景区,崂山风景区内,景点,宗教,120.667175,36.155876
东南山公园,山东,青岛,青岛,0532,,水清沟,长沙路,景点,公园/广场,120.381966,36.132439
山东万达国际旅行社,山东,青岛,青岛,0532,150****3283,市南区,宁夏路259号甲万达国旅506室,景点,旅行社,120.404171,36.079781
绿泽画院,山东,青岛,青岛,0532,84139866;4001139866,黄岛区,张家楼街道画院南路与绿泽路交叉口西北150米,景点,美术馆,119.909876,35.822786
1388文化街,山东,青岛,青岛,0532,,浮山所/中联广场,闽江三路浮山所,景点,步行街,120.396065,36.071907
凤凰假期旅行社,山东,青岛,青岛,0532,82713030,台东步行街,延安三路61号,景点,旅行社,120.363349,36.075235
布鲁克游艇帆船租赁,山东,青岛,青岛,0532,134****7503,麦凯乐,香港中路街道新会路22号奥帆基地附近,景点,游艇,120.39827,36.059433
丁家河公园,山东,青岛,青岛,0532,,丁家河,薛家岛街道长江中路178号东南方向60米,景点,公园/广场,120.20253,35.956364
君悦国际游俱乐部,山东,青岛,青岛,0532,66666685,奥帆中心,燕儿岛路1号奥帆中心内,景点,游艇,120.393982,36.052261
观音寺,山东,青岛,青岛,0532,,中央商务区,辽源路街道福州北路84号,景点,宗教,120.397888,36.09346
金色阳光国际旅行社,山东,青岛,青岛,0532,85699903,中央商务区,福州北路135号鼎都2号楼,景点,旅行社,120.39966,36.10021
天一顺生态园,山东,青岛,青岛,0532,183****3233,崂山风景区,北涧村,景点,动植物园,120.544266,36.253605
青岛香根温泉酒店,山东,青岛,青岛,0532,68020333,海泉湾度假区,温泉街道莱青路377号,景点,温泉,120.669754,36.425442
幸运假期国际旅行社,山东,青岛,青岛,0532,81976607;81976608,湛山/太平角,延安三路234号海航万邦中心1103室,景点,旅行社,120.375474,36.061574
花花浪森林公园,山东,青岛,青岛,0532,,崂山风景区,滨海公路北头村,景点,森林公园,120.563828,36.23531
海趣园,山东,青岛,青岛,0532,,湛山/太平角,东海路,景点,自然风光,120.375557,36.058285
青岛自助游旅行网,山东,青岛,青岛,0532,86785600;86787700,海泊桥,山东路40号广发金融大厦1902A,景点,旅行社,120.374023,36.083061
海润旅行社,山东,青岛,青岛,0532,,麦凯乐,福州南路9号20楼,景点,旅行社,120.396291,36.066451
七涧谷,山东,青岛,青岛,0532,,崂山风景区,惜福镇东葛村,景点,自然风光,120.566093,36.309162
锦江假日国际旅行社有限公司,山东,青岛,青岛,0532,153****9268,海泊桥,山东路46号华宇大厦3201室,景点,旅行社,120.373551,36.084711
青岛规划展览馆,山东,青岛,青岛,0532,68868777,石老人海水浴场商圈,东海东路78号,景点,博物馆,120.46093,36.085152
四方国际旅行社,山东,青岛,青岛,0532,85815811;186****1862,浮山所/中联广场,山东路10号江山地景北楼1单元2502室,景点,旅行社,120.376061,36.072671
珠山国家森林公园,山东,青岛,青岛,0532,86833168;86833166,开发区,小珠山路2号,景点,森林公园,120.080368,35.977688
阳光温泉,山东,青岛,青岛,0532,86561037,海泉湾度假区,温泉镇温泉一路,景点,温泉,120.66169,36.446534
交运观光巴士,山东,青岛,青岛,0532,82876868,火车站/团岛,单县之路1号,景点,城市观光,120.31292,36.062199
元宝山度假村,山东,青岛,青岛,0532,138****9159,即墨区,王哥庄西台社区,景点,更多景点/周边游,120.59774,36.324177
山海源华悦旅行社,山东,青岛,青岛,0532,83660599;83626639,台东步行街,延安三路198号海誉丰市场院内,景点,旅行社,120.367805,36.071426
城市阳台景区,山东,青岛,青岛,0532,83978302,胶南海王路,西海岸路,景点,城市公园,120.054382,35.868832
南园孔子纪念馆,山东,青岛,青岛,0532,82892132,火车站/团岛,青岛路1号,景点,纪念馆,120.324365,36.063075
智慧熊儿童游乐场,山东,青岛,青岛,0532,,农业大学/春阳路,正阳路155号利群商厦负一楼,景点,游乐场,120.417366,36.30616
聚贤山庄,山东,青岛,青岛,0532,,崂山风景区,崂山景区旅游专用路,景点,更多景点/周边游,120.573936,36.242966
中苑海上广场,山东,青岛,青岛,0532,,火车站/团岛,八大峡青铜峡路最南端中苑海上码头,景点,广场,120.302437,36.052742
梅花山生态园,山东,青岛,莱西市,0532,,莱西市,烟台路,景点,动植物园,120.513474,36.900475
湖滨公园,山东,青岛,莱西市,0532,,莱西市,崂山路北150米,景点,公园/广场,120.453179,36.931059
湖滨生态园,山东,青岛,莱西市,0532,,莱西市,二一五省道,景点,动植物园,120.476921,36.935314
中青旅国际旅行社,山东,青岛,莱西市,0532,81870166,莱西市,重庆路1-18号,景点,旅行社,120.531897,36.883337
龙海公园,山东,青岛,莱西市,0532,,莱西市,莱西经济技术开发区南龙湾庄,景点,公园/广场,120.530744,36.843417
通世旅行社有限公司,山东,青岛,莱西市,0532,,莱西市,上海中路1号莱西公交公司3楼,景点,旅行社,120.536678,36.879408
韩家屯村文化广场,山东,青岛,莱西市,0532,,莱西火车站,204国道桃园酒店附近,景点,公园/广场,120.528091,36.803692
运通旅行社,山东,青岛,莱西市,0532,88467511,青岛路,青岛路21号,景点,旅行社,120.514771,36.853804
燕海美术馆,山东,青岛,莱西市,0532,86642888,北利群人民广场,长岛路181号,景点,美术馆,120.515564,36.882118
缤纷广场,山东,青岛,莱西市,0532,,莱西市,上海中路21号,景点,广场,120.525,36.883618
双龙生态园,山东,青岛,莱西市,0532,,莱西市,梅苑路与南京北路交叉路口往北约190米,景点,植物园,120.530643,36.906773
基督教会望莲庄教堂,山东,青岛,莱西市,0532,,莱西市,荣潍高速公路莱西,景点,宗教,120.412651,36.887291
烈士陵园,山东,青岛,莱西市,0532,88411617,莱西市,芝罘路23号,景点,烈士陵园,120.514218,36.814897
胶州烈士陵园,山东,青岛,胶州市,0532,,胶州路,福州北路32号,景点,烈士陵园,120.022795,36.289865
三里河公园,山东,青岛,胶州市,0532,,新城区,三里河街道厦门路2号,景点,公园/广场,120.033958,36.260674
澄月湖森林公园,山东,青岛,胶州市,0532,,胶州市,二中路,景点,森林公园,119.722359,36.127979
基督教胶州市朝鲜族活动点,山东,青岛,胶州市,0532,87281083,韩国城,阜安街道温州路190号,景点,景点/周边游,120.031898,36.283421
玉皇庙,山东,青岛,胶州市,0532,,胶州市,胶北街道胶州212路;胶州217路,景点,宗教,119.956511,36.383781
中国秧歌城,山东,青岛,胶州市,0532,,胶州市,香港路南100米,景点,更多景点/周边游,120.077911,36.251492
秧歌公园,山东,青岛,胶州市,0532,,北关,莱州路北关办事处,景点,公园/广场,120.015694,36.310673
胶州天主堂,山东,青岛,胶州市,0532,,韩国城,温州路71号,景点,宗教,120.033112,36.28233
牧马城,山东,青岛,胶州市,0532,,胶州市,里岔镇,景点,人文古迹,119.771431,36.059461
大同邻里互助服务中心,山东,青岛,胶州市,0532,87282926,胶州市,福州支路2号,景点,展览馆,120.023849,36.282399
南庄四村文体广场,山东,青岛,胶州市,0532,,胶东镇,丽杉服装厂附近,景点,公园/广场,120.108376,36.301949
胶州湾旅行社,山东,青岛,胶州市,0532,87231234;87232929,常州路,兰州东路133号,景点,旅行社,120.01738,36.284573
胶州市胶东镇小姜戈庄村文化大院,山东,青岛,胶州市,0532,,胶州海鲜一条街,欢乐童年幼儿园附近,景点,展览馆,120.069061,36.319347
人口家庭公园,山东,青岛,胶州市,0532,,韩国城,九龙街道兰州东路572号,景点,公园/广场,120.038019,36.286475
青岛市少年宫,山东,青岛,平度市,0532,88312958,维客/百货大楼,济南路11-18号,景点,展览馆,119.951271,36.782764
纺联国旅,山东,青岛,平度市,0532,88316555;88311669,利群/尚街,苏州路北圣凯国际东61-14号,景点,旅行社,119.962305,36.788165
民俗艺术馆,山东,青岛,平度市,0532,,平度市,红旗路三龙府佑苑东南侧约60米,景点,美术馆,119.96724,36.786887
泽山湖公园,山东,青岛,平度市,0532,,平度市,西崖村387号,景点,公园/广场,119.950162,36.995712
平度市画院,山东,青岛,平度市,0532,,利群/尚街,杭州路,景点,美术馆,119.967796,36.786456
世纪风情国际旅行社,山东,青岛,平度市,0532,86638388;80756788,利群/尚街,人民路39号,景点,旅行社,119.975671,36.791401
铁路国际旅行社营业部,山东,青岛,平度市,0532,,利群/尚街,杭州路58-4号,景点,旅行社,119.969322,36.787372
静心观,山东,青岛,平度市,0532,,平度市,264省道,景点,宗教,119.628599,37.003561
云山景区,山东,青岛,平度市,0532,,平度市,217省道,景点,自然风光,120.171639,36.893409
彭寿莘故居,山东,青岛,平度市,0532,,利群/尚街,人民路22号,景点,名人故居,119.97525,36.790943
长乐游园,山东,青岛,平度市,0532,,平度市,长青路53号,景点,公园/广场,119.843096,36.979297
平度市烈士陵园,山东,青岛,平度市,0532,88372244,平度市,天津路,景点,烈士陵园,119.921061,36.802935
平度基督教堂,山东,青岛,平度市,0532,,平度市,泽山路101号附近,景点,宗教,119.922166,36.989376
即墨古城遗址,山东,青岛,平度市,0532,,平度市,沽河路,景点,古代遗迹,120.248545,36.722079
百花村生态园,山东,青岛,青岛,0532,,即墨区,309省道北150米,景点,植物园,120.385045,36.392915
金口天后宫,山东,青岛,青岛,0532,82867292,即墨区,212省道,景点,宗教,120.758043,36.602032
阳光艺术社,山东,青岛,青岛,0532,189****1576,即墨区,盛兴路152-9号,景点,美术馆,120.444531,36.392511
天井山龙王庙,山东,青岛,青岛,0532,86584022,即墨区,蓝鳌路龙山办事处,景点,宗教,120.537063,36.380893
中信国际旅行社,山东,青岛,青岛,0532,88516801,即墨区,烟青路与文化路交叉口烟青路382号,景点,旅行社,120.451467,36.381457
小桥汉墓群,山东,青岛,青岛,0532,,即墨区,603省道,景点,古代遗迹,120.810689,36.511034
即墨市温泉镇文化中心,山东,青岛,青岛,0532,,海泉湾度假区,钱谷山路东50米,景点,展览馆,120.748245,36.482414
小龙山,山东,青岛,青岛,0532,,即墨区,通济街道天山一路西150米,景点,自然风光,120.388933,36.369389
仙姑庙,山东,青岛,青岛,0532,,即墨区,309省道,景点,宗教,120.384451,36.399245
青岛国际博览中心,山东,青岛,青岛,0532,85058005;85058006,海泉湾度假区,温泉镇温泉二路7-1号,景点,展览馆,120.71418,36.425697
中青旅,山东,青岛,青岛,0532,,即墨区,振华街151-1号,景点,旅行社,120.432247,36.388542
